sample_id,image,text,label
18127,18127.jpg,18127.txt,positive
19727,19727.jpg,19727.txt,positive
20057,20057.jpg,20057.txt,positive
16266,16266.jpg,16266.txt,positive
18401,18401.jpg,18401.txt,positive
12191,12191.jpg,12191.txt,positive
11127,11127.jpg,11127.txt,positive
7823,7823.jpg,7823.txt,positive
18306,18306.jpg,18306.txt,positive
12861,12861.jpg,12861.txt,positive
15070,15070.jpg,15070.txt,positive
19244,19244.jpg,19244.txt,negative
20725,20725.jpg,20725.txt,negative
14406,14406.jpg,14406.txt,negative
6178,6178.jpg,6178.txt,negative
21618,21618.jpg,21618.txt,positive
15471,15471.jpg,15471.txt,positive
11741,11741.jpg,11741.txt,positive
22743,22743.jpg,22743.txt,negative
5969,5969.jpg,5969.txt,negative
14917,14917.jpg,14917.txt,positive
21331,21331.jpg,21331.txt,negative
18407,18407.jpg,18407.txt,positive
9854,9854.jpg,9854.txt,negative
19712,19712.jpg,19712.txt,positive
7818,7818.jpg,7818.txt,positive
8704,8704.jpg,8704.txt,negative
19845,19845.jpg,19845.txt,positive
9159,9159.jpg,9159.txt,negative
12167,12167.jpg,12167.txt,negative
9900,9900.jpg,9900.txt,negative
8888,8888.jpg,8888.txt,negative
12508,12508.jpg,12508.txt,negative
19624,19624.jpg,19624.txt,negative
6454,6454.jpg,6454.txt,negative
9427,9427.jpg,9427.txt,positive
3082,3082.jpg,3082.txt,negative
22645,22645.jpg,22645.txt,negative
22497,22497.jpg,22497.txt,negative
4826,4826.jpg,4826.txt,negative
22884,22884.jpg,22884.txt,negative
21892,21892.jpg,21892.txt,negative
2969,2969.jpg,2969.txt,negative
14590,14590.jpg,14590.txt,negative
12096,12096.jpg,12096.txt,negative
11648,11648.jpg,11648.txt,negative
17743,17743.jpg,17743.txt,positive
13838,13838.jpg,13838.txt,negative
18385,18385.jpg,18385.txt,negative
12236,12236.jpg,12236.txt,positive
7753,7753.jpg,7753.txt,positive
6626,6626.jpg,6626.txt,positive
14309,14309.jpg,14309.txt,positive
10576,10576.jpg,10576.txt,positive
21454,21454.jpg,21454.txt,negative
9753,9753.jpg,9753.txt,negative
7775,7775.jpg,7775.txt,positive
22352,22352.jpg,22352.txt,positive
12295,12295.jpg,12295.txt,negative
13545,13545.jpg,13545.txt,positive
18273,18273.jpg,18273.txt,positive
16939,16939.jpg,16939.txt,negative
14150,14150.jpg,14150.txt,positive
3068,3068.jpg,3068.txt,negative
21604,21604.jpg,21604.txt,negative
2826,2826.jpg,2826.txt,negative
13256,13256.jpg,13256.txt,positive
22587,22587.jpg,22587.txt,negative
9133,9133.jpg,9133.txt,negative
19633,19633.jpg,19633.txt,positive
22286,22286.jpg,22286.txt,positive
8214,8214.jpg,8214.txt,positive
4024,4024.jpg,4024.txt,positive
20790,20790.jpg,20790.txt,positive
15084,15084.jpg,15084.txt,negative
17774,17774.jpg,17774.txt,negative
12427,12427.jpg,12427.txt,positive
21728,21728.jpg,21728.txt,positive
5917,5917.jpg,5917.txt,negative
12465,12465.jpg,12465.txt,negative
11209,11209.jpg,11209.txt,negative
18801,18801.jpg,18801.txt,negative
8482,8482.jpg,8482.txt,positive
9098,9098.jpg,9098.txt,negative
22328,22328.jpg,22328.txt,negative
11099,11099.jpg,11099.txt,positive
9896,9896.jpg,9896.txt,negative
21768,21768.jpg,21768.txt,positive
8437,8437.jpg,8437.txt,positive
9394,9394.jpg,9394.txt,negative
21712,21712.jpg,21712.txt,positive
12694,12694.jpg,12694.txt,positive
21206,21206.jpg,21206.txt,positive
15820,15820.jpg,15820.txt,positive
20145,20145.jpg,20145.txt,negative
11733,11733.jpg,11733.txt,negative
2899,2899.jpg,2899.txt,negative
9749,9749.jpg,9749.txt,negative
11054,11054.jpg,11054.txt,positive
10660,10660.jpg,10660.txt,positive
7095,7095.jpg,7095.txt,positive
2534,2534.jpg,2534.txt,negative
6945,6945.jpg,6945.txt,negative
22846,22846.jpg,22846.txt,negative
12662,12662.jpg,12662.txt,positive
21555,21555.jpg,21555.txt,negative
5205,5205.jpg,5205.txt,positive
10696,10696.jpg,10696.txt,negative
13238,13238.jpg,13238.txt,negative
19195,19195.jpg,19195.txt,positive
9734,9734.jpg,9734.txt,negative
18917,18917.jpg,18917.txt,negative
8870,8870.jpg,8870.txt,negative
19940,19940.jpg,19940.txt,negative
8423,8423.jpg,8423.txt,negative
10241,10241.jpg,10241.txt,negative
5374,5374.jpg,5374.txt,negative
21533,21533.jpg,21533.txt,negative
9299,9299.jpg,9299.txt,negative
11124,11124.jpg,11124.txt,positive
8974,8974.jpg,8974.txt,negative
17756,17756.jpg,17756.txt,negative
22409,22409.jpg,22409.txt,negative
20104,20104.jpg,20104.txt,positive
22131,22131.jpg,22131.txt,negative
18136,18136.jpg,18136.txt,positive
20267,20267.jpg,20267.txt,positive
5819,5819.jpg,5819.txt,positive
22129,22129.jpg,22129.txt,negative
21422,21422.jpg,21422.txt,positive
9529,9529.jpg,9529.txt,negative
17254,17254.jpg,17254.txt,negative
9013,9013.jpg,9013.txt,negative
14354,14354.jpg,14354.txt,negative
17485,17485.jpg,17485.txt,positive
9538,9538.jpg,9538.txt,positive
13799,13799.jpg,13799.txt,positive
13405,13405.jpg,13405.txt,positive
6951,6951.jpg,6951.txt,negative
5087,5087.jpg,5087.txt,positive
21373,21373.jpg,21373.txt,negative
19096,19096.jpg,19096.txt,positive
10911,10911.jpg,10911.txt,negative
17216,17216.jpg,17216.txt,negative
19478,19478.jpg,19478.txt,negative
21836,21836.jpg,21836.txt,negative
21323,21323.jpg,21323.txt,positive
9785,9785.jpg,9785.txt,negative
8962,8962.jpg,8962.txt,positive
11805,11805.jpg,11805.txt,positive
22793,22793.jpg,22793.txt,negative
2914,2914.jpg,2914.txt,negative
14261,14261.jpg,14261.txt,negative
2618,2618.jpg,2618.txt,negative
10484,10484.jpg,10484.txt,positive
16731,16731.jpg,16731.txt,negative
13243,13243.jpg,13243.txt,negative
3488,3488.jpg,3488.txt,negative
14238,14238.jpg,14238.txt,positive
8055,8055.jpg,8055.txt,positive
3643,3643.jpg,3643.txt,positive
12355,12355.jpg,12355.txt,positive
22614,22614.jpg,22614.txt,negative
20903,20903.jpg,20903.txt,positive
10955,10955.jpg,10955.txt,negative
14624,14624.jpg,14624.txt,positive
10673,10673.jpg,10673.txt,negative
10449,10449.jpg,10449.txt,positive
18845,18845.jpg,18845.txt,positive
22163,22163.jpg,22163.txt,positive
9034,9034.jpg,9034.txt,negative
8596,8596.jpg,8596.txt,negative
4913,4913.jpg,4913.txt,positive
5529,5529.jpg,5529.txt,positive
11777,11777.jpg,11777.txt,positive
5223,5223.jpg,5223.txt,positive
3203,3203.jpg,3203.txt,negative
14097,14097.jpg,14097.txt,positive
9280,9280.jpg,9280.txt,positive
12428,12428.jpg,12428.txt,positive
3660,3660.jpg,3660.txt,positive
3661,3661.jpg,3661.txt,positive
22734,22734.jpg,22734.txt,positive
20148,20148.jpg,20148.txt,negative
5883,5883.jpg,5883.txt,negative
14461,14461.jpg,14461.txt,positive
9684,9684.jpg,9684.txt,negative
10495,10495.jpg,10495.txt,negative
2649,2649.jpg,2649.txt,negative
5154,5154.jpg,5154.txt,positive
15366,15366.jpg,15366.txt,positive
3157,3157.jpg,3157.txt,negative
8767,8767.jpg,8767.txt,positive
14317,14317.jpg,14317.txt,negative
3147,3147.jpg,3147.txt,positive
5435,5435.jpg,5435.txt,positive
15047,15047.jpg,15047.txt,positive
2884,2884.jpg,2884.txt,negative
9777,9777.jpg,9777.txt,positive
18300,18300.jpg,18300.txt,negative
21135,21135.jpg,21135.txt,negative
12871,12871.jpg,12871.txt,positive
19253,19253.jpg,19253.txt,negative
4041,4041.jpg,4041.txt,positive
9400,9400.jpg,9400.txt,negative
16146,16146.jpg,16146.txt,negative
2625,2625.jpg,2625.txt,negative
18729,18729.jpg,18729.txt,positive
16846,16846.jpg,16846.txt,positive
8782,8782.jpg,8782.txt,negative
3875,3875.jpg,3875.txt,positive
15428,15428.jpg,15428.txt,negative
12121,12121.jpg,12121.txt,negative
14809,14809.jpg,14809.txt,negative
6810,6810.jpg,6810.txt,positive
15593,15593.jpg,15593.txt,negative
21755,21755.jpg,21755.txt,negative
21621,21621.jpg,21621.txt,negative
15975,15975.jpg,15975.txt,positive
10143,10143.jpg,10143.txt,negative
11577,11577.jpg,11577.txt,negative
8733,8733.jpg,8733.txt,negative
21179,21179.jpg,21179.txt,positive
2683,2683.jpg,2683.txt,negative
22547,22547.jpg,22547.txt,negative
18223,18223.jpg,18223.txt,negative
16501,16501.jpg,16501.txt,negative
20257,20257.jpg,20257.txt,positive
20517,20517.jpg,20517.txt,positive
12766,12766.jpg,12766.txt,negative
7539,7539.jpg,7539.txt,negative
19852,19852.jpg,19852.txt,positive
13476,13476.jpg,13476.txt,negative
22602,22602.jpg,22602.txt,negative
11855,11855.jpg,11855.txt,negative
9301,9301.jpg,9301.txt,positive
22736,22736.jpg,22736.txt,negative
13764,13764.jpg,13764.txt,positive
4555,4555.jpg,4555.txt,positive
17885,17885.jpg,17885.txt,positive
15914,15914.jpg,15914.txt,positive
9711,9711.jpg,9711.txt,negative
10867,10867.jpg,10867.txt,negative
18109,18109.jpg,18109.txt,positive
22869,22869.jpg,22869.txt,negative
14562,14562.jpg,14562.txt,positive
7803,7803.jpg,7803.txt,positive
3089,3089.jpg,3089.txt,negative
14596,14596.jpg,14596.txt,negative
6090,6090.jpg,6090.txt,positive
21940,21940.jpg,21940.txt,negative
4634,4634.jpg,4634.txt,positive
8790,8790.jpg,8790.txt,negative
13314,13314.jpg,13314.txt,negative
8675,8675.jpg,8675.txt,negative
13573,13573.jpg,13573.txt,negative
11756,11756.jpg,11756.txt,negative
16035,16035.jpg,16035.txt,positive
4681,4681.jpg,4681.txt,negative
15616,15616.jpg,15616.txt,positive
9775,9775.jpg,9775.txt,negative
16962,16962.jpg,16962.txt,positive
20162,20162.jpg,20162.txt,positive
10408,10408.jpg,10408.txt,negative
11732,11732.jpg,11732.txt,positive
22630,22630.jpg,22630.txt,negative
13802,13802.jpg,13802.txt,negative
22833,22833.jpg,22833.txt,negative
6915,6915.jpg,6915.txt,positive
13501,13501.jpg,13501.txt,positive
8512,8512.jpg,8512.txt,positive
18744,18744.jpg,18744.txt,negative
3231,3231.jpg,3231.txt,positive
12740,12740.jpg,12740.txt,positive
5045,5045.jpg,5045.txt,positive
13653,13653.jpg,13653.txt,negative
3185,3185.jpg,3185.txt,positive
7855,7855.jpg,7855.txt,positive
22115,22115.jpg,22115.txt,positive
3341,3341.jpg,3341.txt,negative
5933,5933.jpg,5933.txt,negative
12938,12938.jpg,12938.txt,negative
10112,10112.jpg,10112.txt,positive
4541,4541.jpg,4541.txt,positive
14234,14234.jpg,14234.txt,negative
12155,12155.jpg,12155.txt,positive
21028,21028.jpg,21028.txt,positive
21387,21387.jpg,21387.txt,positive
22878,22878.jpg,22878.txt,positive
22190,22190.jpg,22190.txt,negative
8058,8058.jpg,8058.txt,positive
6977,6977.jpg,6977.txt,negative
18666,18666.jpg,18666.txt,positive
3962,3962.jpg,3962.txt,positive
8205,8205.jpg,8205.txt,positive
16047,16047.jpg,16047.txt,positive
21128,21128.jpg,21128.txt,negative
19427,19427.jpg,19427.txt,positive
2706,2706.jpg,2706.txt,negative
9662,9662.jpg,9662.txt,negative
3558,3558.jpg,3558.txt,negative
13146,13146.jpg,13146.txt,positive
9781,9781.jpg,9781.txt,negative
21852,21852.jpg,21852.txt,positive
15421,15421.jpg,15421.txt,negative
16802,16802.jpg,16802.txt,negative
12948,12948.jpg,12948.txt,positive
12051,12051.jpg,12051.txt,negative
14784,14784.jpg,14784.txt,positive
22692,22692.jpg,22692.txt,positive
10216,10216.jpg,10216.txt,positive
10820,10820.jpg,10820.txt,positive
10690,10690.jpg,10690.txt,positive
12383,12383.jpg,12383.txt,negative
2937,2937.jpg,2937.txt,positive
13485,13485.jpg,13485.txt,negative
8991,8991.jpg,8991.txt,negative
10655,10655.jpg,10655.txt,negative
11129,11129.jpg,11129.txt,positive
9994,9994.jpg,9994.txt,negative
12172,12172.jpg,12172.txt,negative
9893,9893.jpg,9893.txt,negative
10510,10510.jpg,10510.txt,positive
11275,11275.jpg,11275.txt,negative
5625,5625.jpg,5625.txt,positive
20859,20859.jpg,20859.txt,negative
3553,3553.jpg,3553.txt,negative
15387,15387.jpg,15387.txt,negative
3400,3400.jpg,3400.txt,negative
12304,12304.jpg,12304.txt,negative
17618,17618.jpg,17618.txt,positive
7226,7226.jpg,7226.txt,negative
9913,9913.jpg,9913.txt,negative
22548,22548.jpg,22548.txt,positive
9759,9759.jpg,9759.txt,negative
4448,4448.jpg,4448.txt,positive
3081,3081.jpg,3081.txt,negative
16420,16420.jpg,16420.txt,positive
16626,16626.jpg,16626.txt,positive
9585,9585.jpg,9585.txt,positive
9926,9926.jpg,9926.txt,negative
21203,21203.jpg,21203.txt,negative
17154,17154.jpg,17154.txt,negative
14706,14706.jpg,14706.txt,positive
17328,17328.jpg,17328.txt,negative
4309,4309.jpg,4309.txt,positive
9545,9545.jpg,9545.txt,negative
19762,19762.jpg,19762.txt,positive
22222,22222.jpg,22222.txt,positive
9590,9590.jpg,9590.txt,negative
13875,13875.jpg,13875.txt,negative
15197,15197.jpg,15197.txt,positive
2993,2993.jpg,2993.txt,negative
6516,6516.jpg,6516.txt,positive
6548,6548.jpg,6548.txt,positive
12533,12533.jpg,12533.txt,negative
10766,10766.jpg,10766.txt,positive
9457,9457.jpg,9457.txt,negative
9507,9507.jpg,9507.txt,negative
14165,14165.jpg,14165.txt,positive
2908,2908.jpg,2908.txt,negative
11423,11423.jpg,11423.txt,positive
11865,11865.jpg,11865.txt,positive
3251,3251.jpg,3251.txt,negative
17871,17871.jpg,17871.txt,positive
15954,15954.jpg,15954.txt,positive
12241,12241.jpg,12241.txt,negative
11471,11471.jpg,11471.txt,negative
8347,8347.jpg,8347.txt,positive
20794,20794.jpg,20794.txt,negative
11080,11080.jpg,11080.txt,negative
20235,20235.jpg,20235.txt,positive
22845,22845.jpg,22845.txt,negative
19538,19538.jpg,19538.txt,negative
19011,19011.jpg,19011.txt,negative
3708,3708.jpg,3708.txt,positive
9922,9922.jpg,9922.txt,negative
14740,14740.jpg,14740.txt,positive
19566,19566.jpg,19566.txt,negative
12102,12102.jpg,12102.txt,positive
9518,9518.jpg,9518.txt,positive
11384,11384.jpg,11384.txt,positive
7983,7983.jpg,7983.txt,positive
8194,8194.jpg,8194.txt,positive
11443,11443.jpg,11443.txt,negative
13081,13081.jpg,13081.txt,positive
7210,7210.jpg,7210.txt,positive
13903,13903.jpg,13903.txt,positive
8316,8316.jpg,8316.txt,positive
22016,22016.jpg,22016.txt,positive
12770,12770.jpg,12770.txt,negative
17027,17027.jpg,17027.txt,negative
19159,19159.jpg,19159.txt,positive
22644,22644.jpg,22644.txt,negative
12795,12795.jpg,12795.txt,positive
14540,14540.jpg,14540.txt,positive
20241,20241.jpg,20241.txt,negative
8972,8972.jpg,8972.txt,negative
19100,19100.jpg,19100.txt,positive
3456,3456.jpg,3456.txt,negative
20871,20871.jpg,20871.txt,negative
3971,3971.jpg,3971.txt,positive
15375,15375.jpg,15375.txt,negative
9560,9560.jpg,9560.txt,negative
16256,16256.jpg,16256.txt,positive
9257,9257.jpg,9257.txt,negative
9955,9955.jpg,9955.txt,negative
11808,11808.jpg,11808.txt,positive
5832,5832.jpg,5832.txt,positive
17313,17313.jpg,17313.txt,negative
2676,2676.jpg,2676.txt,negative
6469,6469.jpg,6469.txt,positive
22776,22776.jpg,22776.txt,positive
19127,19127.jpg,19127.txt,positive
7103,7103.jpg,7103.txt,positive
20878,20878.jpg,20878.txt,negative
12393,12393.jpg,12393.txt,positive
21597,21597.jpg,21597.txt,negative
9887,9887.jpg,9887.txt,negative
4615,4615.jpg,4615.txt,positive
17360,17360.jpg,17360.txt,negative
9235,9235.jpg,9235.txt,negative
2871,2871.jpg,2871.txt,negative
18364,18364.jpg,18364.txt,positive
10985,10985.jpg,10985.txt,negative
9806,9806.jpg,9806.txt,negative
18432,18432.jpg,18432.txt,negative
18567,18567.jpg,18567.txt,positive
9004,9004.jpg,9004.txt,positive
11042,11042.jpg,11042.txt,negative
18977,18977.jpg,18977.txt,positive
3730,3730.jpg,3730.txt,negative
7429,7429.jpg,7429.txt,positive
12702,12702.jpg,12702.txt,positive
11415,11415.jpg,11415.txt,negative
6328,6328.jpg,6328.txt,negative
6007,6007.jpg,6007.txt,negative
6438,6438.jpg,6438.txt,negative
3052,3052.jpg,3052.txt,negative
9349,9349.jpg,9349.txt,negative
7736,7736.jpg,7736.txt,positive
12859,12859.jpg,12859.txt,negative
10048,10048.jpg,10048.txt,negative
2571,2571.jpg,2571.txt,negative
11523,11523.jpg,11523.txt,positive
22387,22387.jpg,22387.txt,positive
20967,20967.jpg,20967.txt,positive
10930,10930.jpg,10930.txt,positive
19651,19651.jpg,19651.txt,positive
16635,16635.jpg,16635.txt,positive
20740,20740.jpg,20740.txt,negative
22626,22626.jpg,22626.txt,negative
17890,17890.jpg,17890.txt,positive
3155,3155.jpg,3155.txt,negative
7592,7592.jpg,7592.txt,positive
9144,9144.jpg,9144.txt,positive
12482,12482.jpg,12482.txt,positive
8156,8156.jpg,8156.txt,negative
10507,10507.jpg,10507.txt,positive
15864,15864.jpg,15864.txt,positive
16838,16838.jpg,16838.txt,positive
8390,8390.jpg,8390.txt,positive
8464,8464.jpg,8464.txt,positive
7565,7565.jpg,7565.txt,negative
8942,8942.jpg,8942.txt,negative
13376,13376.jpg,13376.txt,negative
