sample_id,image,text,label
10753,10753.jpg,10753.txt,positive
5083,5083.jpg,5083.txt,positive
4964,4964.jpg,4964.txt,positive
19106,19106.jpg,19106.txt,negative
7788,7788.jpg,7788.txt,negative
2683,2683.jpg,2683.txt,negative
13785,13785.jpg,13785.txt,positive
19166,19166.jpg,19166.txt,positive
15880,15880.jpg,15880.txt,positive
11127,11127.jpg,11127.txt,positive
3025,3025.jpg,3025.txt,negative
16802,16802.jpg,16802.txt,negative
3391,3391.jpg,3391.txt,negative
19777,19777.jpg,19777.txt,negative
6432,6432.jpg,6432.txt,negative
16883,16883.jpg,16883.txt,positive
9901,9901.jpg,9901.txt,negative
12096,12096.jpg,12096.txt,negative
2682,2682.jpg,2682.txt,negative
2508,2508.jpg,2508.txt,negative
19511,19511.jpg,19511.txt,negative
21829,21829.jpg,21829.txt,negative
8441,8441.jpg,8441.txt,positive
9079,9079.jpg,9079.txt,negative
2871,2871.jpg,2871.txt,negative
22869,22869.jpg,22869.txt,negative
19100,19100.jpg,19100.txt,positive
14500,14500.jpg,14500.txt,positive
13061,13061.jpg,13061.txt,negative
18656,18656.jpg,18656.txt,negative
15814,15814.jpg,15814.txt,positive
10920,10920.jpg,10920.txt,positive
20948,20948.jpg,20948.txt,positive
17328,17328.jpg,17328.txt,negative
9922,9922.jpg,9922.txt,negative
22409,22409.jpg,22409.txt,negative
14047,14047.jpg,14047.txt,negative
6571,6571.jpg,6571.txt,positive
20729,20729.jpg,20729.txt,positive
6140,6140.jpg,6140.txt,positive
21236,21236.jpg,21236.txt,negative
19450,19450.jpg,19450.txt,negative
2936,2936.jpg,2936.txt,negative
9023,9023.jpg,9023.txt,negative
3101,3101.jpg,3101.txt,negative
7445,7445.jpg,7445.txt,positive
9324,9324.jpg,9324.txt,negative
16118,16118.jpg,16118.txt,positive
3485,3485.jpg,3485.txt,negative
10054,10054.jpg,10054.txt,negative
10759,10759.jpg,10759.txt,positive
6311,6311.jpg,6311.txt,positive
3460,3460.jpg,3460.txt,negative
7679,7679.jpg,7679.txt,positive
22734,22734.jpg,22734.txt,positive
20903,20903.jpg,20903.txt,positive
8631,8631.jpg,8631.txt,negative
5933,5933.jpg,5933.txt,negative
8731,8731.jpg,8731.txt,positive
5696,5696.jpg,5696.txt,positive
10079,10079.jpg,10079.txt,negative
11522,11522.jpg,11522.txt,positive
4309,4309.jpg,4309.txt,positive
6248,6248.jpg,6248.txt,positive
19961,19961.jpg,19961.txt,negative
19011,19011.jpg,19011.txt,negative
13238,13238.jpg,13238.txt,negative
3875,3875.jpg,3875.txt,positive
15466,15466.jpg,15466.txt,positive
9360,9360.jpg,9360.txt,positive
8369,8369.jpg,8369.txt,positive
18905,18905.jpg,18905.txt,positive
8347,8347.jpg,8347.txt,positive
6678,6678.jpg,6678.txt,positive
5015,5015.jpg,5015.txt,positive
12309,12309.jpg,12309.txt,positive
11220,11220.jpg,11220.txt,negative
10936,10936.jpg,10936.txt,negative
8219,8219.jpg,8219.txt,positive
18599,18599.jpg,18599.txt,negative
3488,3488.jpg,3488.txt,negative
7863,7863.jpg,7863.txt,positive
17618,17618.jpg,17618.txt,positive
17246,17246.jpg,17246.txt,positive
14735,14735.jpg,14735.txt,positive
8860,8860.jpg,8860.txt,negative
9903,9903.jpg,9903.txt,negative
5087,5087.jpg,5087.txt,positive
12385,12385.jpg,12385.txt,negative
21969,21969.jpg,21969.txt,negative
21937,21937.jpg,21937.txt,negative
15322,15322.jpg,15322.txt,negative
15310,15310.jpg,15310.txt,positive
19852,19852.jpg,19852.txt,positive
4489,4489.jpg,4489.txt,positive
11894,11894.jpg,11894.txt,negative
15366,15366.jpg,15366.txt,positive
6521,6521.jpg,6521.txt,positive
8778,8778.jpg,8778.txt,positive
17546,17546.jpg,17546.txt,negative
14561,14561.jpg,14561.txt,positive
21172,21172.jpg,21172.txt,positive
11080,11080.jpg,11080.txt,negative
3231,3231.jpg,3231.txt,positive
15616,15616.jpg,15616.txt,positive
18608,18608.jpg,18608.txt,negative
9674,9674.jpg,9674.txt,negative
9518,9518.jpg,9518.txt,positive
13651,13651.jpg,13651.txt,positive
22630,22630.jpg,22630.txt,negative
3539,3539.jpg,3539.txt,negative
15047,15047.jpg,15047.txt,positive
12155,12155.jpg,12155.txt,positive
6898,6898.jpg,6898.txt,negative
19633,19633.jpg,19633.txt,positive
2590,2590.jpg,2590.txt,negative
12363,12363.jpg,12363.txt,negative
15181,15181.jpg,15181.txt,positive
22683,22683.jpg,22683.txt,positive
15298,15298.jpg,15298.txt,negative
22271,22271.jpg,22271.txt,positive
21414,21414.jpg,21414.txt,positive
22159,22159.jpg,22159.txt,negative
12420,12420.jpg,12420.txt,negative
12598,12598.jpg,12598.txt,negative
20642,20642.jpg,20642.txt,positive
3711,3711.jpg,3711.txt,negative
12525,12525.jpg,12525.txt,negative
17871,17871.jpg,17871.txt,positive
9759,9759.jpg,9759.txt,negative
11194,11194.jpg,11194.txt,negative
9679,9679.jpg,9679.txt,positive
22494,22494.jpg,22494.txt,negative
16914,16914.jpg,16914.txt,positive
18723,18723.jpg,18723.txt,positive
5422,5422.jpg,5422.txt,positive
3660,3660.jpg,3660.txt,positive
8925,8925.jpg,8925.txt,negative
21452,21452.jpg,21452.txt,negative
15197,15197.jpg,15197.txt,positive
9217,9217.jpg,9217.txt,negative
10106,10106.jpg,10106.txt,negative
8782,8782.jpg,8782.txt,negative
12879,12879.jpg,12879.txt,negative
6980,6980.jpg,6980.txt,positive
9668,9668.jpg,9668.txt,negative
14346,14346.jpg,14346.txt,positive
8888,8888.jpg,8888.txt,negative
9818,9818.jpg,9818.txt,negative
21437,21437.jpg,21437.txt,negative
18019,18019.jpg,18019.txt,positive
4805,4805.jpg,4805.txt,positive
22776,22776.jpg,22776.txt,positive
18744,18744.jpg,18744.txt,negative
3988,3988.jpg,3988.txt,negative
12733,12733.jpg,12733.txt,negative
19032,19032.jpg,19032.txt,positive
8188,8188.jpg,8188.txt,positive
10673,10673.jpg,10673.txt,negative
20706,20706.jpg,20706.txt,negative
17887,17887.jpg,17887.txt,negative
20100,20100.jpg,20100.txt,positive
16197,16197.jpg,16197.txt,positive
5045,5045.jpg,5045.txt,positive
17447,17447.jpg,17447.txt,positive
14351,14351.jpg,14351.txt,positive
12370,12370.jpg,12370.txt,negative
12740,12740.jpg,12740.txt,positive
19165,19165.jpg,19165.txt,negative
8628,8628.jpg,8628.txt,negative
5477,5477.jpg,5477.txt,positive
9638,9638.jpg,9638.txt,negative
21572,21572.jpg,21572.txt,positive
21945,21945.jpg,21945.txt,negative
5885,5885.jpg,5885.txt,positive
7565,7565.jpg,7565.txt,negative
16501,16501.jpg,16501.txt,negative
7162,7162.jpg,7162.txt,positive
9866,9866.jpg,9866.txt,negative
3090,3090.jpg,3090.txt,negative
3972,3972.jpg,3972.txt,positive
8793,8793.jpg,8793.txt,negative
22232,22232.jpg,22232.txt,negative
18580,18580.jpg,18580.txt,positive
10357,10357.jpg,10357.txt,negative
14849,14849.jpg,14849.txt,positive
16739,16739.jpg,16739.txt,positive
11091,11091.jpg,11091.txt,positive
18838,18838.jpg,18838.txt,negative
14784,14784.jpg,14784.txt,positive
2557,2557.jpg,2557.txt,negative
15861,15861.jpg,15861.txt,positive
17137,17137.jpg,17137.txt,positive
8596,8596.jpg,8596.txt,negative
8527,8527.jpg,8527.txt,negative
21625,21625.jpg,21625.txt,positive
8247,8247.jpg,8247.txt,positive
11997,11997.jpg,11997.txt,positive
7661,7661.jpg,7661.txt,positive
8195,8195.jpg,8195.txt,positive
20334,20334.jpg,20334.txt,positive
17588,17588.jpg,17588.txt,positive
4356,4356.jpg,4356.txt,positive
20021,20021.jpg,20021.txt,positive
8680,8680.jpg,8680.txt,negative
21531,21531.jpg,21531.txt,negative
16579,16579.jpg,16579.txt,negative
20094,20094.jpg,20094.txt,positive
3606,3606.jpg,3606.txt,negative
17254,17254.jpg,17254.txt,negative
20881,20881.jpg,20881.txt,positive
17732,17732.jpg,17732.txt,positive
12063,12063.jpg,12063.txt,negative
9193,9193.jpg,9193.txt,negative
18684,18684.jpg,18684.txt,negative
6767,6767.jpg,6767.txt,positive
9449,9449.jpg,9449.txt,negative
17933,17933.jpg,17933.txt,positive
10135,10135.jpg,10135.txt,negative
8566,8566.jpg,8566.txt,negative
6863,6863.jpg,6863.txt,negative
20523,20523.jpg,20523.txt,positive
22617,22617.jpg,22617.txt,positive
21475,21475.jpg,21475.txt,negative
9749,9749.jpg,9749.txt,negative
3192,3192.jpg,3192.txt,negative
20846,20846.jpg,20846.txt,negative
10613,10613.jpg,10613.txt,positive
4099,4099.jpg,4099.txt,positive
4613,4613.jpg,4613.txt,positive
13735,13735.jpg,13735.txt,positive
6405,6405.jpg,6405.txt,negative
11835,11835.jpg,11835.txt,positive
2939,2939.jpg,2939.txt,positive
22829,22829.jpg,22829.txt,negative
20865,20865.jpg,20865.txt,negative
12339,12339.jpg,12339.txt,negative
21541,21541.jpg,21541.txt,negative
21454,21454.jpg,21454.txt,negative
21763,21763.jpg,21763.txt,positive
22828,22828.jpg,22828.txt,negative
16316,16316.jpg,16316.txt,positive
6883,6883.jpg,6883.txt,positive
19669,19669.jpg,19669.txt,negative
2987,2987.jpg,2987.txt,negative
4932,4932.jpg,4932.txt,positive
19263,19263.jpg,19263.txt,positive
3537,3537.jpg,3537.txt,negative
2839,2839.jpg,2839.txt,negative
5870,5870.jpg,5870.txt,negative
10038,10038.jpg,10038.txt,negative
22653,22653.jpg,22653.txt,positive
3412,3412.jpg,3412.txt,positive
18316,18316.jpg,18316.txt,positive
6722,6722.jpg,6722.txt,positive
22671,22671.jpg,22671.txt,positive
13743,13743.jpg,13743.txt,positive
16433,16433.jpg,16433.txt,positive
18235,18235.jpg,18235.txt,negative
13376,13376.jpg,13376.txt,negative
7226,7226.jpg,7226.txt,negative
17850,17850.jpg,17850.txt,positive
19808,19808.jpg,19808.txt,positive
12868,12868.jpg,12868.txt,negative
3786,3786.jpg,3786.txt,positive
20450,20450.jpg,20450.txt,negative
19107,19107.jpg,19107.txt,positive
13696,13696.jpg,13696.txt,positive
5318,5318.jpg,5318.txt,negative
11770,11770.jpg,11770.txt,negative
9667,9667.jpg,9667.txt,negative
20548,20548.jpg,20548.txt,positive
6039,6039.jpg,6039.txt,positive
20878,20878.jpg,20878.txt,negative
8821,8821.jpg,8821.txt,negative
16846,16846.jpg,16846.txt,positive
17851,17851.jpg,17851.txt,positive
9189,9189.jpg,9189.txt,negative
9340,9340.jpg,9340.txt,negative
15726,15726.jpg,15726.txt,positive
15188,15188.jpg,15188.txt,positive
3842,3842.jpg,3842.txt,positive
18432,18432.jpg,18432.txt,negative
14994,14994.jpg,14994.txt,negative
18828,18828.jpg,18828.txt,positive
7210,7210.jpg,7210.txt,positive
10001,10001.jpg,10001.txt,negative
8723,8723.jpg,8723.txt,negative
5562,5562.jpg,5562.txt,positive
13253,13253.jpg,13253.txt,negative
3088,3088.jpg,3088.txt,negative
8980,8980.jpg,8980.txt,negative
10839,10839.jpg,10839.txt,positive
16900,16900.jpg,16900.txt,positive
15434,15434.jpg,15434.txt,negative
11407,11407.jpg,11407.txt,negative
16614,16614.jpg,16614.txt,negative
9035,9035.jpg,9035.txt,positive
18457,18457.jpg,18457.txt,positive
17747,17747.jpg,17747.txt,positive
3455,3455.jpg,3455.txt,negative
10828,10828.jpg,10828.txt,positive
8739,8739.jpg,8739.txt,negative
7429,7429.jpg,7429.txt,positive
8466,8466.jpg,8466.txt,negative
6153,6153.jpg,6153.txt,positive
16931,16931.jpg,16931.txt,positive
18868,18868.jpg,18868.txt,positive
3026,3026.jpg,3026.txt,negative
3134,3134.jpg,3134.txt,negative
20267,20267.jpg,20267.txt,positive
18491,18491.jpg,18491.txt,negative
6656,6656.jpg,6656.txt,negative
12224,12224.jpg,12224.txt,positive
19425,19425.jpg,19425.txt,positive
10868,10868.jpg,10868.txt,positive
20447,20447.jpg,20447.txt,negative
15004,15004.jpg,15004.txt,positive
6010,6010.jpg,6010.txt,positive
15637,15637.jpg,15637.txt,positive
10111,10111.jpg,10111.txt,negative
19762,19762.jpg,19762.txt,positive
21896,21896.jpg,21896.txt,negative
19651,19651.jpg,19651.txt,positive
17012,17012.jpg,17012.txt,positive
2802,2802.jpg,2802.txt,negative
13637,13637.jpg,13637.txt,negative
21749,21749.jpg,21749.txt,negative
6808,6808.jpg,6808.txt,positive
22611,22611.jpg,22611.txt,negative
13418,13418.jpg,13418.txt,positive
12650,12650.jpg,12650.txt,negative
19407,19407.jpg,19407.txt,positive
10775,10775.jpg,10775.txt,positive
10929,10929.jpg,10929.txt,positive
13405,13405.jpg,13405.txt,positive
13467,13467.jpg,13467.txt,positive
13990,13990.jpg,13990.txt,positive
6943,6943.jpg,6943.txt,positive
22190,22190.jpg,22190.txt,negative
7736,7736.jpg,7736.txt,positive
11855,11855.jpg,11855.txt,negative
17074,17074.jpg,17074.txt,positive
3271,3271.jpg,3271.txt,negative
6469,6469.jpg,6469.txt,positive
7212,7212.jpg,7212.txt,negative
19326,19326.jpg,19326.txt,negative
11371,11371.jpg,11371.txt,positive
11116,11116.jpg,11116.txt,positive
2781,2781.jpg,2781.txt,negative
16326,16326.jpg,16326.txt,positive
20180,20180.jpg,20180.txt,positive
22316,22316.jpg,22316.txt,negative
8492,8492.jpg,8492.txt,positive
13677,13677.jpg,13677.txt,positive
9913,9913.jpg,9913.txt,negative
2694,2694.jpg,2694.txt,negative
20926,20926.jpg,20926.txt,negative
6512,6512.jpg,6512.txt,positive
21183,21183.jpg,21183.txt,negative
18639,18639.jpg,18639.txt,positive
18280,18280.jpg,18280.txt,positive
22007,22007.jpg,22007.txt,positive
11054,11054.jpg,11054.txt,positive
9910,9910.jpg,9910.txt,positive
8831,8831.jpg,8831.txt,negative
14503,14503.jpg,14503.txt,positive
22103,22103.jpg,22103.txt,negative
16199,16199.jpg,16199.txt,positive
2535,2535.jpg,2535.txt,negative
11798,11798.jpg,11798.txt,positive
9914,9914.jpg,9914.txt,negative
6409,6409.jpg,6409.txt,positive
20442,20442.jpg,20442.txt,positive
22048,22048.jpg,22048.txt,negative
12102,12102.jpg,12102.txt,positive
12608,12608.jpg,12608.txt,negative
17453,17453.jpg,17453.txt,negative
8448,8448.jpg,8448.txt,positive
8205,8205.jpg,8205.txt,positive
6360,6360.jpg,6360.txt,negative
2923,2923.jpg,2923.txt,negative
22077,22077.jpg,22077.txt,negative
8464,8464.jpg,8464.txt,positive
8058,8058.jpg,8058.txt,positive
15376,15376.jpg,15376.txt,positive
11085,11085.jpg,11085.txt,negative
12365,12365.jpg,12365.txt,negative
10032,10032.jpg,10032.txt,positive
5624,5624.jpg,5624.txt,negative
8321,8321.jpg,8321.txt,negative
6307,6307.jpg,6307.txt,negative
8144,8144.jpg,8144.txt,positive
21559,21559.jpg,21559.txt,negative
13340,13340.jpg,13340.txt,negative
13048,13048.jpg,13048.txt,negative
16186,16186.jpg,16186.txt,positive
2925,2925.jpg,2925.txt,negative
18511,18511.jpg,18511.txt,positive
19015,19015.jpg,19015.txt,positive
12666,12666.jpg,12666.txt,negative
9545,9545.jpg,9545.txt,negative
16861,16861.jpg,16861.txt,positive
9923,9923.jpg,9923.txt,negative
22690,22690.jpg,22690.txt,positive
17889,17889.jpg,17889.txt,negative
17360,17360.jpg,17360.txt,negative
15865,15865.jpg,15865.txt,positive
13292,13292.jpg,13292.txt,negative
3187,3187.jpg,3187.txt,positive
11927,11927.jpg,11927.txt,positive
9207,9207.jpg,9207.txt,negative
13501,13501.jpg,13501.txt,positive
8811,8811.jpg,8811.txt,positive
5154,5154.jpg,5154.txt,positive
19871,19871.jpg,19871.txt,positive
18586,18586.jpg,18586.txt,positive
5374,5374.jpg,5374.txt,negative
22115,22115.jpg,22115.txt,positive
9318,9318.jpg,9318.txt,negative
13485,13485.jpg,13485.txt,negative
21442,21442.jpg,21442.txt,positive
10985,10985.jpg,10985.txt,negative
18291,18291.jpg,18291.txt,negative
12586,12586.jpg,12586.txt,negative
10082,10082.jpg,10082.txt,positive
14496,14496.jpg,14496.txt,negative
12486,12486.jpg,12486.txt,negative
22368,22368.jpg,22368.txt,negative
9394,9394.jpg,9394.txt,negative
12948,12948.jpg,12948.txt,positive
5124,5124.jpg,5124.txt,positive
13512,13512.jpg,13512.txt,positive
3456,3456.jpg,3456.txt,negative
3157,3157.jpg,3157.txt,negative
15914,15914.jpg,15914.txt,positive
10030,10030.jpg,10030.txt,negative
2571,2571.jpg,2571.txt,negative
11923,11923.jpg,11923.txt,positive
9878,9878.jpg,9878.txt,negative
2830,2830.jpg,2830.txt,positive
9949,9949.jpg,9949.txt,negative
11917,11917.jpg,11917.txt,positive
22843,22843.jpg,22843.txt,positive
11733,11733.jpg,11733.txt,negative
12236,12236.jpg,12236.txt,positive
3962,3962.jpg,3962.txt,positive
6945,6945.jpg,6945.txt,negative
13011,13011.jpg,13011.txt,positive
15593,15593.jpg,15593.txt,negative
12770,12770.jpg,12770.txt,negative
16887,16887.jpg,16887.txt,positive
22224,22224.jpg,22224.txt,negative
11483,11483.jpg,11483.txt,negative
5753,5753.jpg,5753.txt,positive
12113,12113.jpg,12113.txt,negative
10339,10339.jpg,10339.txt,positive
12539,12539.jpg,12539.txt,negative
12615,12615.jpg,12615.txt,negative
16609,16609.jpg,16609.txt,positive
20820,20820.jpg,20820.txt,positive
14478,14478.jpg,14478.txt,positive
12494,12494.jpg,12494.txt,negative
20582,20582.jpg,20582.txt,negative
17506,17506.jpg,17506.txt,positive
8021,8021.jpg,8021.txt,positive
9280,9280.jpg,9280.txt,positive
16233,16233.jpg,16233.txt,positive
14838,14838.jpg,14838.txt,negative
18395,18395.jpg,18395.txt,positive
2718,2718.jpg,2718.txt,negative
20149,20149.jpg,20149.txt,negative
3063,3063.jpg,3063.txt,negative
22697,22697.jpg,22697.txt,positive
8446,8446.jpg,8446.txt,positive
6793,6793.jpg,6793.txt,positive
10347,10347.jpg,10347.txt,positive
19679,19679.jpg,19679.txt,negative
7241,7241.jpg,7241.txt,positive
7970,7970.jpg,7970.txt,positive
9684,9684.jpg,9684.txt,negative
6044,6044.jpg,6044.txt,negative
22066,22066.jpg,22066.txt,negative
2523,2523.jpg,2523.txt,negative
8135,8135.jpg,8135.txt,positive
9934,9934.jpg,9934.txt,positive
13816,13816.jpg,13816.txt,negative
13452,13452.jpg,13452.txt,positive
14775,14775.jpg,14775.txt,negative
5862,5862.jpg,5862.txt,positive
20727,20727.jpg,20727.txt,negative
14736,14736.jpg,14736.txt,negative
7829,7829.jpg,7829.txt,positive
18049,18049.jpg,18049.txt,negative
9857,9857.jpg,9857.txt,positive
7517,7517.jpg,7517.txt,negative
20013,20013.jpg,20013.txt,positive
9721,9721.jpg,9721.txt,positive
12427,12427.jpg,12427.txt,positive
4980,4980.jpg,4980.txt,negative
10801,10801.jpg,10801.txt,positive
15428,15428.jpg,15428.txt,negative
21879,21879.jpg,21879.txt,negative
15113,15113.jpg,15113.txt,positive
21593,21593.jpg,21593.txt,positive
8781,8781.jpg,8781.txt,negative
11537,11537.jpg,11537.txt,positive
2899,2899.jpg,2899.txt,negative
16012,16012.jpg,16012.txt,positive
22748,22748.jpg,22748.txt,negative
21261,21261.jpg,21261.txt,positive
8214,8214.jpg,8214.txt,positive
11701,11701.jpg,11701.txt,positive
22833,22833.jpg,22833.txt,negative
16556,16556.jpg,16556.txt,negative
9337,9337.jpg,9337.txt,negative
18384,18384.jpg,18384.txt,negative
3170,3170.jpg,3170.txt,negative
12482,12482.jpg,12482.txt,positive
8675,8675.jpg,8675.txt,negative
21569,21569.jpg,21569.txt,negative
9683,9683.jpg,9683.txt,negative
17145,17145.jpg,17145.txt,positive
3024,3024.jpg,3024.txt,positive
9848,9848.jpg,9848.txt,negative
5112,5112.jpg,5112.txt,negative
4534,4534.jpg,4534.txt,positive
10061,10061.jpg,10061.txt,negative
3907,3907.jpg,3907.txt,positive
6328,6328.jpg,6328.txt,negative
14342,14342.jpg,14342.txt,positive
15468,15468.jpg,15468.txt,positive
9128,9128.jpg,9128.txt,negative
11805,11805.jpg,11805.txt,positive
3313,3313.jpg,3313.txt,negative
12131,12131.jpg,12131.txt,negative
22688,22688.jpg,22688.txt,positive
9631,9631.jpg,9631.txt,negative
10241,10241.jpg,10241.txt,negative
10399,10399.jpg,10399.txt,negative
19201,19201.jpg,19201.txt,positive
7173,7173.jpg,7173.txt,positive
19289,19289.jpg,19289.txt,negative
19940,19940.jpg,19940.txt,negative
18669,18669.jpg,18669.txt,positive
9045,9045.jpg,9045.txt,positive
21740,21740.jpg,21740.txt,negative
7833,7833.jpg,7833.txt,negative
7326,7326.jpg,7326.txt,negative
9549,9549.jpg,9549.txt,negative
14517,14517.jpg,14517.txt,negative
16049,16049.jpg,16049.txt,negative
18453,18453.jpg,18453.txt,positive
17870,17870.jpg,17870.txt,positive
21656,21656.jpg,21656.txt,positive
16420,16420.jpg,16420.txt,positive
21755,21755.jpg,21755.txt,negative
12502,12502.jpg,12502.txt,positive
12344,12344.jpg,12344.txt,positive
22558,22558.jpg,22558.txt,negative
13046,13046.jpg,13046.txt,positive
19832,19832.jpg,19832.txt,positive
21772,21772.jpg,21772.txt,positive
21364,21364.jpg,21364.txt,negative
5682,5682.jpg,5682.txt,negative
12918,12918.jpg,12918.txt,positive
7815,7815.jpg,7815.txt,positive
9794,9794.jpg,9794.txt,negative
21895,21895.jpg,21895.txt,positive
19322,19322.jpg,19322.txt,negative
17474,17474.jpg,17474.txt,positive
10042,10042.jpg,10042.txt,negative
3663,3663.jpg,3663.txt,negative
7357,7357.jpg,7357.txt,positive
19545,19545.jpg,19545.txt,negative
7184,7184.jpg,7184.txt,positive
13507,13507.jpg,13507.txt,positive
10603,10603.jpg,10603.txt,negative
2846,2846.jpg,2846.txt,negative
11471,11471.jpg,11471.txt,negative
22045,22045.jpg,22045.txt,positive
3109,3109.jpg,3109.txt,negative
21174,21174.jpg,21174.txt,negative
21369,21369.jpg,21369.txt,negative
13336,13336.jpg,13336.txt,positive
20790,20790.jpg,20790.txt,positive
18273,18273.jpg,18273.txt,positive
4038,4038.jpg,4038.txt,positive
15535,15535.jpg,15535.txt,negative
13314,13314.jpg,13314.txt,negative
14191,14191.jpg,14191.txt,positive
4444,4444.jpg,4444.txt,positive
21852,21852.jpg,21852.txt,positive
3494,3494.jpg,3494.txt,negative
11247,11247.jpg,11247.txt,negative
6299,6299.jpg,6299.txt,positive
17207,17207.jpg,17207.txt,positive
2964,2964.jpg,2964.txt,negative
9544,9544.jpg,9544.txt,negative
17725,17725.jpg,17725.txt,positive
22275,22275.jpg,22275.txt,negative
20312,20312.jpg,20312.txt,positive
19624,19624.jpg,19624.txt,negative
13828,13828.jpg,13828.txt,positive
2509,2509.jpg,2509.txt,negative
20179,20179.jpg,20179.txt,positive
20461,20461.jpg,20461.txt,positive
12653,12653.jpg,12653.txt,positive
21770,21770.jpg,21770.txt,positive
2653,2653.jpg,2653.txt,negative
22771,22771.jpg,22771.txt,negative
20165,20165.jpg,20165.txt,positive
13283,13283.jpg,13283.txt,positive
17114,17114.jpg,17114.txt,positive
12913,12913.jpg,12913.txt,positive
17729,17729.jpg,17729.txt,positive
7775,7775.jpg,7775.txt,positive
11395,11395.jpg,11395.txt,positive
20751,20751.jpg,20751.txt,positive
11687,11687.jpg,11687.txt,positive
21182,21182.jpg,21182.txt,negative
14232,14232.jpg,14232.txt,positive
11609,11609.jpg,11609.txt,positive
2931,2931.jpg,2931.txt,negative
19412,19412.jpg,19412.txt,positive
13872,13872.jpg,13872.txt,negative
14971,14971.jpg,14971.txt,positive
3732,3732.jpg,3732.txt,positive
9445,9445.jpg,9445.txt,negative
11449,11449.jpg,11449.txt,negative
16731,16731.jpg,16731.txt,negative
3793,3793.jpg,3793.txt,positive
9732,9732.jpg,9732.txt,negative
12503,12503.jpg,12503.txt,negative
21918,21918.jpg,21918.txt,negative
17755,17755.jpg,17755.txt,positive
14809,14809.jpg,14809.txt,negative
2758,2758.jpg,2758.txt,negative
10081,10081.jpg,10081.txt,negative
14533,14533.jpg,14533.txt,positive
7593,7593.jpg,7593.txt,positive
